Date start:22/06/2018;Date stop:31/12/2018
Data;WTE2.L1.WTG1.Status.WTG Event;WTE2.L1.WTG2.Status.WTG Event;WTE2.L1.WTG3.Status.WTG Event;WTE2.L2.WTG12.Status.WTG Event;WTE2.L2.WTG13.Status.WTG Event;WTE2.L2.WTG14.Status.WTG Event;
2018/08/20 14:49:05;;;;0;;;
2018/08/20 14:49:35;;;;;899;;
2018/08/20 14:49:40;;;;894;;;
2018/08/20 14:49:44;;0;;;;;
2018/08/20 14:49:45;;;;315;;;
2018/08/20 14:50:14;;894;;;;;
2018/08/20 14:50:19;;315;;;;;
2018/08/20 14:50:44;;;899;;;;
2018/08/20 14:50:49;899;;;;;;
2018/08/20 14:51:00;;;;;;315;
2018/08/20 14:59:02;;;;;0;;
2018/08/20 14:59:07;;;;0;;;
2018/08/20 14:59:12;;;;;;0;
2018/08/20 14:59:31;;;0;;;;
2018/08/20 14:59:36;;0;;;;;
2018/08/20 14:59:41;0;;;;;;
2018/08/20 15:33:19;;;;;;null;
2018/08/20 15:33:44;;;;;;0;
2018/08/21 00:00:37;null;null;null;null;null;null;
2018/08/21 00:00:56;0;0;0;;;;
2018/08/21 00:00:57;;;;0;0;0;
2018/08/21 07:37:07;;;;;;null;
2018/08/21 14:40:21;;;;;;0;
2018/08/22 00:00:37;null;null;null;null;null;null;
2018/08/22 00:00:57;0;0;0;;;;
2018/08/22 00:00:57;;;;0;0;0;
2018/08/22 06:16:52;;;null;;;;
2018/08/22 06:21:13;;;341;;;;
2018/08/22 06:21:28;;;894;;;;
2018/08/22 06:21:33;;;341;;;;
2018/08/22 06:21:58;;;0;;;;
2018/08/22 07:19:13;;;;;;null;
2018/08/22 14:48:24;;;;;;0;
2018/08/23 00:00:47;null;null;null;null;null;null;
2018/08/23 00:01:07;;;;0;0;0;
2018/08/23 00:01:07;0;0;0;;;;
2018/08/23 03:17:15;;275;;;;;
2018/08/23 03:44:07;;0;;;;;
2018/08/23 07:29:59;;;;;;null;
2018/08/23 14:49:41;;;;;;0;
2018/08/23 17:50:23;;;;;79;;
2018/08/23 17:50:33;;;;79;;;
