Date start:2018/06/22;Date stop:2021/03/10
Device;Date start;Date stop;Duration;Duration (sec);Error code;Description;Nature;Cause;Energy loss(kWh);Modified by
 1168; 2020/11/21 12:44:50; 2020/11/21 14:16:20;="01:31:30";5490;144;[144] - High windspeed;Wind_out_of_range;ENV;3050,01;;
 1169; 2020/11/21 17:48:44; 2020/11/21 18:14:08;="00:25:24";1524;144;[144] - High windspeed;Wind_out_of_range;ENV;846,66;;
 1170; 2020/11/21 22:16:08; 2020/11/21 22:55:08;="00:39:00";2340;144;[144] - High windspeed;Wind_out_of_range;ENV;1300,00;;
 1171; 2020/11/21 23:56:08; 2020/11/22 00:47:38;="00:51:30";3090;144;[144] - High windspeed;Wind_out_of_range;ENV;1716,65;;
 1181; 2020/11/25 07:25:37; 2020/11/25 14:49:55;="07:24:18";26658;-1;Unknown error;Other;DEV_SC;613,83;GASP_STEF;
 1182; 2020/11/25 14:49:55; 2020/11/25 14:55:01;="00:05:06";306;-1;Unknown error;Other;DEV_SC;0,00;GASP_STEF;
 1183; 2020/11/29 09:36:19; 2020/11/29 10:35:13;="00:58:54";3534;315;[315] - ExEx low voltage L;Electrical;GRID;1448,70;;
 1198; 2020/12/03 07:06:24; 2020/12/03 07:25:36;="00:19:12";1152;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 1199; 2020/12/03 08:27:30; 2020/12/03 09:03:30;="00:36:00";2160;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 1200; 2020/12/03 09:07:54; 2020/12/03 11:04:00;="01:56:06";6966;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 11189; 2020/12/11 07:02:56; 2020/12/11 14:20:14;="07:17:18";26238;-1;Unknown error;Other;DEV_SC;5153,53;MARC_NARD;
 11201; 2020/12/14 11:20:20; 2020/12/14 15:56:45;="04:36:25";16585;-1;Unknown error;Other;DEV_SC;3153,15;GASP_STEF;
 11202; 2020/12/16 12:30:04; 2020/12/16 15:37:52;="03:07:48";11268;126;[126] - Extr, high volt L;Electrical;GRID;0,00;GASP_STEF;
 11203; 2020/12/16 16:50:16; 2020/12/16 17:39:34;="00:49:18";2958;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 11204; 2020/12/17 10:11:46; 2020/12/17 15:55:16;="05:43:30";20610;-1;Unknown error;Other;DEV_SC;74,50;GASP_STEF;
 11205; 2020/12/17 15:55:16; 2020/12/17 16:15:04;="00:19:48";1188;-1;Unknown error;Other;DEV_SC;4,90;GASP_STEF;
 11206; 2020/12/18 07:08:04; 2020/12/18 15:00:40;="07:52:36";28356;-1;Unknown error;Other;DEV_SC;215,66;GASP_STEF;
 11212; 2020/12/23 10:05:40; 2020/12/23 10:33:46;="00:28:06";1686;276;[276] - Start auto-outyawing CCW;Yaw_system;OTH;0,00;;
 11213; 2020/12/27 22:42:52; 2020/12/27 22:54:22;="00:11:30";690;899;[899] - Grid volt above stop lim;Electrical;GRID;66,49;;
 11227; 2021/01/01 01:33:00; 2021/01/01 01:45:54;="00:12:54";774;126;[126] - Extr, high volt L;Electrical;GRID;0,00;CAPU_GIOV;
 11228; 2021/01/02 21:58:06; 2021/01/02 22:31:30;="00:33:24";2004;126;[126] - Extr, high volt L;Electrical;GRID;101,40;CAPU_GIOV;
 11229; 2021/01/03 02:20:42; 2021/01/03 02:34:18;="00:13:36";816;315;[315] - ExEx low voltage L;Electrical;GRID;4,16;;
 11230; 2021/01/03 09:09:42; 2021/01/03 09:52:00;="00:42:18";2538;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 11271; 2021/02/14 01:51:41; 2021/02/14 04:36:59;="02:45:18";9918;144;[144] - High windspeed;Wind_out_of_range;ENV;5176,67;;
 11272; 2021/02/14 04:54:47; 2021/02/14 05:19:53;="00:25:06";1506;144;[144] - High windspeed;Wind_out_of_range;ENV;836,68;;
 11273; 2021/02/14 05:31:47; 2021/02/14 06:32:23;="01:00:36";3636;144;[144] - High windspeed;Wind_out_of_range;ENV;2020,02;;
 11274; 2021/02/14 07:18:29; 2021/02/14 07:35:29;="00:17:00";1020;144;[144] - High windspeed;Wind_out_of_range;ENV;566,65;;
 11275; 2021/02/14 07:43:29; 2021/02/14 09:17:05;="01:33:36";5616;891;[891] - Yaw prot,;Yaw_system;ENV;3120,01;;
 11276; 2021/02/14 09:29:47; 2021/02/14 09:41:35;="00:11:48";708;144;[144] - High windspeed;Wind_out_of_range;ENV;393,34;;
 11277; 2021/02/14 19:45:17; 2021/02/14 19:56:41;="00:11:24";684;892;[892] - Yaw gear protection stop;Yaw_system;ENV;379,10;;
 11278; 2021/02/14 21:04:17; 2021/02/14 21:17:05;="00:12:48";768;891;[891] - Yaw prot,;Yaw_system;ENV;426,58;;
 11283; 2021/02/14 22:20:23; 2021/02/14 22:52:35;="00:32:12";1932;891;[891] - Yaw prot,;Yaw_system;ENV;1073,33;;
 11284; 2021/02/15 04:36:11; 2021/02/15 05:27:23;="00:51:12";3072;144;[144] - High windspeed;Wind_out_of_range;ENV;1706,66;;
