Date start:2018/06/22;Date stop:2021/03/10
Device;Date start;Date stop;Duration;Duration (sec);Error code;Description;Nature;Cause;Energy loss(kWh);Modified by
 824; 2020/02/18 09:50:35; 2020/02/18 10:29:11;="00:38:36";2316;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 825; 2020/02/23 10:55:00; 2020/02/23 11:23:36;="00:28:36";1716;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 835; 2020/03/11 10:17:36; 2020/03/11 12:16:25;="01:58:49";7129;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 847; 2020/03/26 01:09:51; 2020/03/26 01:39:57;="00:30:06";1806;891;[891] - Yaw prot,;Yaw_system;ENV;1003,34;;
 848; 2020/03/26 02:09:51; 2020/03/26 03:03:09;="00:53:18";3198;891;[891] - Yaw prot,;Yaw_system;ENV;1776,66;;
 849; 2020/03/26 03:07:45; 2020/03/26 20:16:45;="17:09:00";61740;892;[892] - Yaw gear protection stop;Yaw_system;ENV;33966,51;;
 872; 2020/04/05 10:38:24; 2020/04/05 11:08:42;="00:30:18";1818;891;[891] - Yaw prot,;Yaw_system;ENV;1010,00;;
 879; 2020/04/08 07:35:35; 2020/04/08 09:21:35;="01:46:00";6360;-1;Unknown error;Other;DEV_SC;19,33;GIAN_SOFI;
 880; 2020/04/08 09:21:35; 2020/04/08 10:18:59;="00:57:24";3444;-1;Unknown error;Other;DEV_SC;0,00;GIAN_SOFI;
 881; 2020/04/12 11:03:18; 2020/04/12 17:17:06;="06:13:48";22428;315;[315] - ExEx low voltage L;Electrical;LIM;958,75;GIAN_SOFI;
 887; 2020/04/14 22:39:43; 2020/04/14 23:09:49;="00:30:06";1806;891;[891] - Yaw prot,;Yaw_system;ENV;1003,33;;
 888; 2020/04/16 11:09:02; 2020/04/16 11:39:50;="00:30:48";1848;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;9,51;;
 902; 2020/05/17 02:16:02; 2020/05/17 02:46:56;="00:30:54";1854;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;35,85;;
 907; 2020/05/21 09:12:35; 2020/05/21 09:21:41;="00:09:06";546;891;[891] - Yaw prot,;Yaw_system;ENV;303,33;;
 908; 2020/05/21 10:13:53; 2020/05/21 10:25:53;="00:12:00";720;144;[144] - High windspeed;Wind_out_of_range;ENV;400,00;;
 909; 2020/05/21 10:29:35; 2020/05/21 10:59:59;="00:30:24";1824;891;[891] - Yaw prot,;Yaw_system;ENV;1013,34;;
 915; 2020/05/30 14:26:33; 2020/05/30 14:57:45;="00:31:12";1872;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;78,89;;
 919; 2020/06/04 05:26:54; 2020/06/04 06:36:54;="01:10:00";4200;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 921; 2020/06/05 06:45:54; 2020/06/05 06:52:06;="00:06:12";372;315;[315] - ExEx low voltage L;Electrical;GRID;152,77;;
 922; 2020/06/07 06:31:24; 2020/06/07 07:07:42;="00:36:18";2178;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 933; 2020/06/09 07:05:01; 2020/06/09 15:58:43;="08:53:42";32022;-1;Unknown error;Other;DEV_SC;1898,32;GIAN_SOFI;
 935; 2020/06/11 07:03:18; 2020/06/11 14:32:24;="07:29:06";26946;-1;Unknown error;Other;DEV_SC;1031,08;GIAN_SOFI;
 942; 2020/06/16 14:05:07; 2020/06/16 14:59:31;="00:54:24";3264;-1;Unknown error;Other;DEV_SC;0,00;GIAN_SOFI;
 959; 2020/07/02 07:17:55; 2020/07/02 08:41:01;="01:23:06";4986;900;[900] - Pause through local keyboard;Other;DEV_SC;0,00;;
 960; 2020/07/04 02:28:44; 2020/07/04 03:54:44;="01:26:00";5160;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 961; 2020/07/04 13:41:20; 2020/07/04 17:23:56;="03:42:36";13356;315;[315] - ExEx low voltage L;Electrical;GRID;637,69;GASP_STEF;
 969; 2020/07/07 19:13:01; 2020/07/07 20:18:43;="01:05:42";3942;315;[315] - ExEx low voltage L;Electrical;GRID;819,28;;
 975; 2020/07/09 13:38:20; 2020/07/09 14:40:26;="01:02:06";3726;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 976; 2020/07/12 16:19:38; 2020/07/12 17:39:02;="01:19:24";4764;852;[852] - Extr Extr high volt, L;Electrical;GRID;2057,72;GIAN_SOFI;
 985; 2020/07/20 08:22:02; 2020/07/20 10:22:08;="02:00:06";7206;-1;Unknown error;Other;GRID;0,00;GASP_STEF;
 993; 2020/07/20 10:22:08; 2020/07/20 13:53:32;="03:31:24";12684;900;[900] - Pause through local keyboard;Electrical;GRID;0,00;;
 998; 2020/07/20 22:44:20; 2020/07/20 23:24:38;="00:40:18";2418;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 1010; 2020/08/04 23:18:21; 2020/08/05 08:12:33;="08:54:12";32052;899;[899] - Grid volt above stop lim;Electrical;GRID;743,79;CAPU_GIOV;
 1011; 2020/08/05 08:14:45; 2020/08/05 09:17:57;="01:03:12";3792;87;[87] - Pitch dev, min;Pitch_system;DEV_UN;141,78;;
 1016; 2020/08/10 12:15:09; 2020/08/10 12:39:33;="00:24:24";1464;191;[191] - A Ctrl P Vel;Other;DEV_UN;23,59;;
 1017; 2020/08/10 19:12:45; 2020/08/11 17:05:59;="21:53:14";78794;353;[353] - Q8 breaker open;Electrical;DEV_UN;634,25;;
 1027; 2020/08/19 07:00:57; 2020/08/19 07:55:39;="00:54:42";3282;161;[161] - Max time hydr, Pumping;Hydraulic_system;DEV_UN;0,00;;
 1035; 2020/08/30 15:14:57; 2020/08/30 15:42:51;="00:27:54";1674;324;[324] - High temp, VCP Board;Temperature;DEV_UN;924,63;;
 1050; 2020/09/02 14:09:10; 2020/09/02 15:56:04;="01:46:54";6414;309;[309] - Pause over RCS;Other;ELE_SC;140,48;MARC_NARD;
 1051; 2020/09/03 08:06:28; 2020/09/03 15:57:10;="07:50:42";28242;309;[309] - Pause over RCS;Other;ELE_SC;311,59;MARC_NARD;
 1091; 2020/10/07 01:14:25; 2020/10/07 01:51:07;="00:36:42";2202;161;[161] - Max time hydr, Pumping;Hydraulic_system;DEV_UN;91,66;;
 1092; 2020/10/07 06:34:01; 2020/10/07 06:44:43;="00:10:42";642;161;[161] - Max time hydr, Pumping;Hydraulic_system;DEV_UN;19,42;;
 1093; 2020/10/07 07:08:49; 2020/10/07 15:53:49;="08:45:00";31500;161;[161] - Max time hydr, Pumping;Hydraulic_system;DEV_UN;1119,92;;
 1105; 2020/10/20 09:06:45; 2020/10/20 09:14:09;="00:07:24";444;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 1119; 2020/11/03 09:15:19; 2020/11/03 12:58:49;="03:43:30";13410;-1;Unknown error;Other;DEV_SC;18,19;GASP_STEF;
 1120; 2020/11/04 07:39:25; 2020/11/04 14:49:43;="07:10:18";25818;-1;Unknown error;Other;DEV_SC;0,00;GASP_STEF;
 1121; 2020/11/04 17:39:25; 2020/11/04 19:19:55;="01:40:30";6030;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 1122; 2020/11/05 07:31:25; 2020/11/05 14:55:49;="07:24:24";26664;-1;Unknown error;Other;DEV_SC;84,29;GASP_STEF;
 1124; 2020/11/09 07:14:25; 2020/11/09 15:23:37;="08:09:12";29352;-1;Unknown error;Other;DEV_SC;764,80;MARC_NARD;
 1176; 2020/11/16 10:08:31; 2020/11/16 15:02:31;="04:54:00";17640;-1;Unknown error;Other;DEV_SC;584,60;GIAN_SOFI;
 1151; 2020/11/18 07:26:43; 2020/11/18 15:07:37;="07:40:54";27654;-1;Unknown error;Other;DEV_SC;8431,27;GIAN_SOFI;
 1152; 2020/11/20 15:04:56; 2020/11/20 20:12:14;="05:07:18";18438;891;[891] - Yaw prot,;Yaw_system;ENV;9909,99;;
 1153; 2020/11/20 20:56:50; 2020/11/22 11:21:08;="38:24:18";138258;892;[892] - Yaw gear protection stop;Yaw_system;ENV;69903,40;;
 1179; 2020/11/29 09:36:19; 2020/11/29 10:35:19;="00:59:00";3540;126;[126] - Extr, high volt L;Electrical;GRID;1380,86;;
 1191; 2020/12/03 07:06:24; 2020/12/03 07:19:24;="00:13:00";780;-1;Unknown error;Other;GRID;0,00;GASP_STEF;
 1192; 2020/12/03 08:27:24; 2020/12/03 11:05:06;="02:37:42";9462;126;[126] - Extr, high volt L;Electrical;GRID;0,00;GASP_STEF;
 11194; 2020/12/16 12:30:04; 2020/12/16 13:19:16;="00:49:12";2952;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;GASP_STEF;
 11195; 2020/12/16 15:29:10; 2020/12/16 15:47:28;="00:18:18";1098;-1;Unknown error;Other;GRID;0,00;GASP_STEF;
 11196; 2020/12/16 16:50:16; 2020/12/16 16:56:46;="00:06:30";390;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 11197; 2020/12/20 13:39:10; 2020/12/20 14:16:22;="00:37:12";2232;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 11208; 2020/12/27 22:42:52; 2020/12/27 22:49:58;="00:07:06";426;899;[899] - Grid volt above stop lim;Electrical;GRID;32,78;;
 11217; 2021/01/01 01:33:00; 2021/01/01 01:49:54;="00:16:54";1014;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 11218; 2021/01/02 21:58:06; 2021/01/02 22:05:36;="00:07:30";450;315;[315] - ExEx low voltage L;Electrical;GRID;15,75;;
 11219; 2021/01/03 02:20:30; 2021/01/03 02:26:42;="00:06:12";372;315;[315] - ExEx low voltage L;Electrical;GRID;15,40;;
 11220; 2021/01/03 09:09:36; 2021/01/03 09:36:06;="00:26:30";1590;315;[315] - ExEx low voltage L;Electrical;GRID;0,00;;
 11240; 2021/01/14 01:23:37; 2021/01/14 02:31:01;="01:07:24";4044;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;15,85;;
 11244; 2021/01/19 10:58:53; 2021/01/19 11:40:17;="00:41:24";2484;275;[275] - Start auto-outyawing CW;Yaw_system;OTH;0,00;;
 11259; 2021/02/13 21:08:53; 2021/02/13 21:39:05;="00:30:12";1812;891;[891] - Yaw prot,;Yaw_system;ENV;1006,69;;
 11260; 2021/02/14 01:24:59; 2021/02/14 01:55:11;="00:30:12";1812;891;[891] - Yaw prot,;Yaw_system;ENV;1006,68;;
 11261; 2021/02/14 01:56:17; 2021/02/14 12:13:23;="10:17:06";37026;892;[892] - Yaw gear protection stop;Yaw_system;ENV;18214,49;;
 11262; 2021/02/14 12:24:23; 2021/02/14 12:32:11;="00:07:48";468;893;[893] - Heating slipring (H=0/PH=1);Slipring;OTH;257,67;;
 11279; 2021/02/15 03:35:11; 2021/02/15 04:05:59;="00:30:48";1848;891;[891] - Yaw prot,;Yaw_system;ENV;1026,67;;
 11280; 2021/02/15 04:38:53; 2021/02/15 05:09:05;="00:30:12";1812;891;[891] - Yaw prot,;Yaw_system;ENV;1006,67;;
 11281; 2021/02/15 05:19:53; 2021/02/15 07:48:41;="02:28:48";8928;892;[892] - Yaw gear protection stop;Yaw_system;ENV;4957,97;;
 R2;;;="763:13:18";2747598;;;;;496571,33;;
 8; 2018/07/12 16:55:41; 2018/07/12 17:37:53;="00:42:12";2532;-1;Unknown error;Other;GRID;93,74;CAPU_GIOV;
 16; 2018/07/21 07:36:15; 2018/07/21 08:37:39;="01:01:24";3684;-1;Unknown error;Other;ELE_UN;0,00;CAPU_GIOV;
 17; 2018/07/22 16:31:09; 2018/07/22 19:04:03;="02:32:54";9174;-1;Unknown error;Other;ELE_UN;149,63;CAPU_GIOV;
 42; 2018/07/31 12:02:52; 2018/07/31 12:39:39;="00:36:47";2207;309;[309] - Pause over RCS;Other;DEV_SC;131,92;MITO_MICH;
 45; 2018/08/02 19:39:33; 2018/08/02 21:00:00;="01:20:27";4827;315;[315];Other;ELE_UN;46,17;MITO_MICH;
 35; 2018/08/04 17:47:06; 2018/08/04 20:03:36;="02:16:30";8190;-1;Unknown error;Other;ELE_UN;2,80;MITO_MICH;
 76; 2018/08/06 14:37:18; 2018/08/06 15:19:00;="00:41:42";2502;315;[315];Other;ELE_UN;100,69;MITO_MICH;
 77; 2018/08/06 16:11:00; 2018/08/06 17:34:00;="01:23:00";4980;315;[315];Other;ELE_UN;69,15;MITO_MICH;
 78; 2018/08/06 19:05:18; 2018/08/06 20:02:12;="00:56:54";3414;315;[315];Other;ELE_UN;0,00;MITO_MICH;
 69; 2018/08/09 11:29:14; 2018/08/09 11:58:38;="00:29:24";1764;276;[276] - Start auto-outyawing CCW;Yaw_system;OTH;0,00;MITO_MICH;
 70; 2018/08/11 03:29:48; 2018/08/11 04:47:06;="01:17:18";4638;-1;Unknown error;Other;OTH;0,00;MITO_MICH;
 71; 2018/08/13 10:45:12; 2018/08/13 11:23:00;="00:37:48";2268;-1;Unknown error;Other;DEV_O;12,09;MITO_MICH;
 85; 2018/08/15 11:33:26; 2018/08/15 12:06:38;="00:33:12";1992;-1;Unknown error;Other;GRID;194,53;MITO_MICH;
 86; 2018/08/17 14:25:38; 2018/08/17 15:13:02;="00:47:24";2844;-1;Unknown error;Other;DEV_UN;9,67;;
 91; 2018/08/20 13:23:54; 2018/08/20 16:47:30;="03:23:36";12216;315;[315];Other;GRID;364,26;ANDR_FANT;
 96; 2018/08/23 07:07:55; 2018/08/23 15:40:25;="08:32:30";30750;-1;Unknown error;Other;DEV_SC;2,01;ANDR_FANT;
 104; 2018/08/24 07:04:37; 2018/08/24 10:43:25;="03:38:48";13128;-1;Unknown error;Other;DEV_SC;0,00;GIAN_SOFI;
 105; 2018/08/25 04:32:01; 2018/08/25 04:57:25;="00:25:24";1524;-1;Unknown error;Other;DEV_UN;0,00;;
 106; 2018/08/27 10:39:31; 2018/08/27 14:53:31;="04:14:00";15240;-1;Unknown error;Other;DEV_SC;82,00;GIAN_SOFI;
 110; 2018/09/02 00:37:12; 2018/09/02 01:48:48;="01:11:36";4296;-1;Unknown error;Other;DEV_UN;0,00;;
 111; 2018/09/03 06:17:30; 2018/09/03 06:57:24;="00:39:54";2394;-1;Unknown error;Other;DEV_UN;0,00;;
 114; 2018/09/04 17:08:34; 2018/09/04 19:13:00;="02:04:26";7466;-1;Unknown error;Other;GRID;18,46;GIAN_SOFI;
 125; 2018/09/12 11:25:42; 2018/09/12 17:41:54;="06:16:12";22572;-1;Unknown error;Other;DEV_SC;1,84;GIAN_SOFI;
 137; 2018/09/14 17:07:42; 2018/09/14 17:36:54;="00:29:12";1752;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;26,00;;
 146; 2018/09/17 17:33:40; 2018/09/17 17:43:34;="00:09:54";594;-1;Unknown error;Other;DEV_UN;8,86;;
 147; 2018/09/18 10:27:54; 2018/09/18 10:57:36;="00:29:42";1782;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 151; 2018/09/20 09:47:47; 2018/09/20 10:04:23;="00:16:36";996;309;[309] - Pause over RCS;Other;GRID;76,64;GIAN_SOFI;
 152; 2018/09/20 11:04:21; 2018/09/20 13:58:49;="02:54:28";10468;-1;Unknown error;Other;GRID;1827,88;GIAN_SOFI;
 159; 2018/09/26 00:26:31; 2018/09/26 01:40:25;="01:13:54";4434;891;[891] - Yaw prot,;Yaw_system;DEV_UN;2463,34;GIAN_SOFI;
 160; 2018/09/26 02:13:43; 2018/09/26 03:27:25;="01:13:42";4422;144;[144] - High windspeed;Wind_out_of_range;ENV;1580,61;;
 164; 2018/09/29 14:00:43; 2018/09/29 14:13:31;="00:12:48";768;326;[326] - High temp, Aux;Temperature;DEV_UN;423,53;;
 169; 2018/10/01 07:54:43; 2018/10/01 09:01:55;="01:07:12";4032;309;[309] - Pause over RCS;Electrical;ELE_SC;0,00;GIAN_SOFI;
 173; 2018/10/04 04:35:32; 2018/10/04 04:48:20;="00:12:48";768;326;[326] - High temp, Aux;Temperature;DEV_UN;426,66;;
 174; 2018/10/04 09:30:02; 2018/10/04 09:42:26;="00:12:24";744;326;[326] - High temp, Aux;Temperature;DEV_UN;412,25;;
 175; 2018/10/04 10:02:02; 2018/10/04 11:59:44;="01:57:42";7062;-1;Unknown error;Other;DEV_UN;579,96;GIAN_SOFI;
 176; 2018/10/04 23:12:38; 2018/10/04 23:25:26;="00:12:48";768;326;[326] - High temp, Aux;Temperature;DEV_UN;422,83;;
 177; 2018/10/05 05:55:08; 2018/10/05 06:07:32;="00:12:24";744;326;[326] - High temp, Aux;Temperature;DEV_UN;412,09;;
 184; 2018/10/10 15:55:32; 2018/10/10 16:55:44;="01:00:12";3612;309;[309] - Pause over RCS;Other;ELE_SC;20,75;GIAN_SOFI;
 185; 2018/10/11 08:49:02; 2018/10/11 12:56:26;="04:07:24";14844;309;[309] - Pause over RCS;Other;ELE_SC;24,83;GIAN_SOFI;
 186; 2018/10/12 08:45:32; 2018/10/12 11:01:50;="02:16:18";8178;309;[309] - Pause over RCS;Other;ELE_SC;200,09;GIAN_SOFI;
 190; 2018/10/18 00:24:47; 2018/10/18 01:19:11;="00:54:24";3264;100;[100] - Too many auto-restarts;Other;DEV_UN;590,02;;
 191; 2018/10/18 03:56:23; 2018/10/18 04:01:59;="00:05:36";336;158;[158] - Rotor RPM Gen, RPM;Rotor;DEV_UN;60,36;;
 192; 2018/10/18 05:17:53; 2018/10/18 09:08:29;="03:50:36";13836;100;[100] - Too many auto-restarts;Other;DEV_UN;1503,65;;
 201; 2018/10/22 14:01:53; 2018/10/22 14:12:11;="00:10:18";618;891;[891] - Yaw prot,;Yaw_system;ENV;343,33;;
 202; 2018/10/23 06:25:41; 2018/10/23 07:01:41;="00:36:00";2160;892;[892] - Yaw gear protection stop;Yaw_system;ENV;722,82;;
 203; 2018/10/25 10:29:11; 2018/10/25 10:57:47;="00:28:36";1716;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 204; 2018/10/27 13:02:25; 2018/10/27 13:14:30;="00:12:05";725;326;[326] - High temp, Aux;Temperature;DEV_UN;0,00;;
 205; 2018/10/27 16:17:46; 2018/10/27 16:30:51;="00:13:05";785;326;[326] - High temp, Aux;Temperature;DEV_UN;0,00;;
 206; 2018/10/27 16:52:02; 2018/10/27 17:24:57;="00:32:55";1975;900;[900] - Pause through local keyboard;Other;DEV_UN;0,00;GIAN_SOFI;
 228; 2018/10/29 16:10:34; 2018/10/29 16:22:28;="00:11:54";714;-1;Unknown error;Other;DEV_UN;2,39;;
 230; 2018/10/29 19:03:45; 2018/10/29 19:17:33;="00:13:48";828;144;[144] - High windspeed;Wind_out_of_range;ENV;460,01;;
 244; 2018/11/04 16:45:10; 2018/11/04 17:14:52;="00:29:42";1782;276;[276] - Start auto-outyawing CCW;Yaw_system;ENV;14,34;;
 247; 2018/11/12 12:08:55; 2018/11/12 16:46:01;="04:37:06";16626;900;[900] - Pause through local keyboard;Other;ENV;0,00;;
 252; 2018/11/22 07:02:00; 2018/11/22 08:15:48;="01:13:48";4428;202;[202] - Frequency error 1;Electrical;GRID;0,00;;
 257; 2018/11/27 00:28:24; 2018/11/27 02:16:12;="01:47:48";6468;154;[154] - Max rotor RPM;Rotor;DEV_UN;3423,34;;
 262; 2018/12/08 16:30:56; 2018/12/08 17:26:32;="00:55:36";3336;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;48,60;;
 273; 2018/12/13 08:15:56; 2018/12/13 08:51:56;="00:36:00";2160;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 275; 2018/12/16 20:20:18; 2018/12/16 20:32:13;="00:11:55";715;-1;Unknown error;Other;ENV;0,00;MITO_MICH;
 280; 2018/12/18 03:22:42; 2018/12/18 03:56:42;="00:34:00";2040;154;[154] - Max rotor RPM;Rotor;DEV_UN;1015,87;;
 286; 2018/12/25 04:39:32; 2018/12/25 05:07:50;="00:28:18";1698;154;[154] - Max rotor RPM;Rotor;DEV_UN;941,94;;
 287; 2018/12/26 06:05:20; 2018/12/26 06:22:14;="00:16:54";1014;154;[154] - Max rotor RPM;Rotor;DEV_UN;82,01;;
 288; 2018/12/31 02:24:22; 2018/12/31 03:11:10;="00:46:48";2808;154;[154] - Max rotor RPM;Rotor;DEV_UN;1539,55;;
 289; 2018/12/31 23:05:22; 2018/12/31 23:44:04;="00:38:42";2322;154;[154] - Max rotor RPM;Rotor;DEV_UN;1289,37;;
 304; 2019/01/01 04:29:10; 2019/01/01 04:59:46;="00:30:36";1836;891;[891] - Yaw prot,;Yaw_system;ENV;1016,98;;
 305; 2019/01/01 06:14:28; 2019/01/01 06:27:22;="00:12:54";774;154;[154] - Max rotor RPM;Rotor;DEV_UN;365,50;;
 306; 2019/01/01 16:14:30; 2019/01/01 21:15:24;="05:00:54";18054;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 307; 2019/01/02 15:45:36; 2019/01/02 16:09:48;="00:24:12";1452;891;[891] - Yaw prot,;Yaw_system;ENV;806,66;;
 308; 2019/01/02 22:37:36; 2019/01/02 23:05:06;="00:27:30";1650;891;[891] - Yaw prot,;Yaw_system;ENV;916,67;;
 309; 2019/01/03 09:49:42; 2019/01/03 13:46:30;="03:56:48";14208;892;[892] - Yaw gear protection stop;Yaw_system;ENV;7470,67;;
 310; 2019/01/03 17:23:54; 2019/01/03 18:02:18;="00:38:24";2304;891;[891] - Yaw prot,;Yaw_system;ENV;1279,03;;
 311; 2019/01/03 19:39:18; 2019/01/03 21:25:25;="01:46:07";6367;891;[891] - Yaw prot,;Yaw_system;ENV;3534,61;;
 312; 2019/01/04 09:34:49; 2019/01/04 09:51:25;="00:16:36";996;154;[154] - Max rotor RPM;Rotor;DEV_UN;401,78;;
 313; 2019/01/05 01:52:37; 2019/01/05 08:54:31;="07:01:54";25314;154;[154] - Max rotor RPM;Rotor;DEV_UN;7514,55;;
 316; 2019/01/07 07:29:49; 2019/01/07 08:09:37;="00:39:48";2388;154;[154] - Max rotor RPM;Rotor;DEV_UN;559,85;;
 326; 2019/01/07 15:15:37; 2019/01/07 18:32:43;="03:17:06";11826;154;[154] - Max rotor RPM;Rotor;DEV_UN;1689,30;;
 328; 2019/01/13 03:48:46; 2019/01/13 04:32:40;="00:43:54";2634;893;[893] - Heating slipring (H=0/PH=1);Slipring;ENV;0,00;;
 334; 2019/01/14 15:10:52; 2019/01/14 16:11:22;="01:00:30";3630;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;6,32;;
 335; 2019/01/15 18:42:58; 2019/01/15 19:56:40;="01:13:42";4422;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 351; 2019/01/24 19:39:53; 2019/01/24 20:23:11;="00:43:18";2598;144;[144] - High windspeed;Wind_out_of_range;ENV;1443,34;;
 352; 2019/01/24 20:31:05; 2019/01/24 21:01:17;="00:30:12";1812;891;[891] - Yaw prot,;Yaw_system;ENV;1006,67;;
 353; 2019/01/24 21:04:29; 2019/01/24 21:36:17;="00:31:48";1908;891;[891] - Yaw prot,;Yaw_system;ENV;1060,01;;
 354; 2019/01/24 21:46:47; 2019/01/24 22:43:23;="00:56:36";3396;892;[892] - Yaw gear protection stop;Yaw_system;ENV;1886,50;;
 355; 2019/01/24 23:14:17; 2019/01/24 23:39:29;="00:25:12";1512;891;[891] - Yaw prot,;Yaw_system;ENV;839,34;;
 356; 2019/01/25 04:26:35; 2019/01/25 05:01:17;="00:34:42";2082;144;[144] - High windspeed;Wind_out_of_range;ENV;1156,65;;
 357; 2019/01/27 12:50:04; 2019/01/27 14:14:52;="01:24:48";5088;-1;Unknown error;Other;GRID;615,43;GIAN_SOFI;
 363; 2019/01/30 10:11:32; 2019/01/30 10:39:26;="00:27:54";1674;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 368; 2019/02/02 11:15:34; 2019/02/02 11:59:16;="00:43:42";2622;154;[154] - Max rotor RPM;Rotor;DEV_UN;1001,23;;
 374; 2019/02/06 09:43:49; 2019/02/06 10:57:25;="01:13:36";4416;144;[144] - High windspeed;Wind_out_of_range;ENV;2453,34;;
 375; 2019/02/06 11:30:31; 2019/02/06 11:48:19;="00:17:48";1068;154;[154] - Max rotor RPM;Rotor;ENV;593,32;GIAN_SOFI;
 384; 2019/02/11 16:49:51; 2019/02/11 17:26:51;="00:37:00";2220;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;526,48;;
 385; 2019/02/12 01:52:15; 2019/02/12 02:52:09;="00:59:54";3594;154;[154] - Max rotor RPM;Rotor;ENV;1991,47;GIAN_SOFI;
 386; 2019/02/12 15:02:17; 2019/02/12 15:18:17;="00:16:00";960;154;[154] - Max rotor RPM;Rotor;ENV;306,57;GIAN_SOFI;
 387; 2019/02/13 23:33:43; 2019/02/14 00:29:01;="00:55:18";3318;154;[154] - Max rotor RPM;Rotor;ENV;1843,01;GIAN_SOFI;
 388; 2019/02/14 03:37:37; 2019/02/14 04:34:19;="00:56:42";3402;154;[154] - Max rotor RPM;Rotor;ENV;1889,99;GIAN_SOFI;
 391; 2019/02/15 19:41:25; 2019/02/15 20:27:55;="00:46:30";2790;144;[144] - High windspeed;Wind_out_of_range;ENV;1550,00;;
 417; 2019/02/21 17:54:41; 2019/02/21 18:50:05;="00:55:24";3324;275;[275] - Start auto-outyawing CW;Yaw_system;ENV;0,00;;
 418; 2019/02/23 04:24:41; 2019/02/23 05:48:29;="01:23:48";5028;891;[891] - Yaw prot,;Yaw_system;ENV;2793,34;;
 419; 2019/02/23 06:00:53; 2019/02/23 07:36:41;="01:35:48";5748;144;[144] - High windspeed;Wind_out_of_range;ENV;3193,33;;
 420; 2019/02/23 09:08:47; 2019/02/23 11:08:35;="01:59:48";7188;892;[892] - Yaw gear protection stop;Yaw_system;ENV;3326,68;;
 421; 2019/02/23 11:24:35; 2019/02/23 11:56:59;="00:32:24";1944;144;[144] - High windspeed;Wind_out_of_range;ENV;1079,99;;
 422; 2019/02/23 11:59:11; 2019/02/23 12:50:23;="00:51:12";3072;891;[891] - Yaw prot,;Yaw_system;ENV;1373,33;;
 423; 2019/02/23 13:17:35; 2019/02/23 13:25:05;="00:07:30";450;144;[144] - High windspeed;Wind_out_of_range;ENV;250,01;;
 424; 2019/02/23 13:46:05; 2019/02/25 09:14:33;="43:28:28";156508;892;[892] - Yaw gear protection stop;Yaw_system;ENV;65245,93;;
 426; 2019/02/25 19:38:21; 2019/02/25 21:04:57;="01:26:36";5196;891;[891] - Yaw prot,;Yaw_system;ENV;2886,50;;
 427; 2019/02/27 13:47:54; 2019/02/27 13:57:54;="00:10:00";600;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;325,08;;
 429; 2019/02/27 16:49:48; 2019/02/27 17:01:00;="00:11:12";672;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;343,90;;
 430; 2019/02/27 17:11:42; 2019/02/27 17:22:18;="00:10:36";636;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;344,21;;
 439; 2019/03/01 15:10:43; 2019/03/01 15:21:07;="00:10:24";624;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;126,03;;
 440; 2019/03/01 17:03:55; 2019/03/01 17:14:49;="00:10:54";654;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;68,97;;
 441; 2019/03/02 14:34:13; 2019/03/02 14:44:25;="00:10:12";612;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;25,33;;
 442; 2019/03/04 14:28:55; 2019/03/04 14:39:07;="00:10:12";612;384;[384] - Thermo error Gen, Slip Ring Fan;Temperature;DEV_UN;329,63;;
